canale,famiglia,classe_abc,data_doc,qta,prezzo_medio,sconti,fatturato,costo_unitario,margine,lead_time,rotazione_magazzino,giacenza_media,ritardo_consegna
Retail,Torniti,C,2025-11-04,3,11.24,0.116,29.81,6.29,10.94,16,2.76,2.87,1
B2B,Viteria,A,2025-10-02,13,2.34,0.243,23.03,1.43,4.44,11,8.55,0.62,2
B2B,Assemblati,B,2025-02-12,52,24.0,0.167,1039.58,16.54,179.5,19,5.92,46.51,3
Estero,Lamiere,B,2025-07-23,27,9.19,0.155,209.67,5.99,47.94,20,5.97,11.44,2
B2B,Viteria,B,2025-11-08,21,1.38,0.165,24.2,0.86,6.14,5,5.45,1.3,-5
B2B,Viteria,B,2025-10-16,11,1.96,0.165,18.0,1.18,5.02,1,7.61,0.39,-4
B2B,Assemblati,B,2025-07-23,3,21.52,0.221,50.29,15.5,3.79,21,4.6,2.81,-1
B2B,Assemblati,C,2025-09-03,102,14.74,0.147,1282.47,9.95,267.57,24,5.45,70.02,1
B2B,Lamiere,B,2025-08-15,20,10.38,0.225,160.89,6.71,26.69,17,8.34,6.73,4
B2B,Assemblati,C,2025-04-16,16,13.57,0.132,188.46,10.88,14.38,18,4.74,17.33,6
B2B,Assemblati,C,2025-08-16,13,27.25,0.16,297.57,18.86,52.39,19,2.78,46.75,2
B2B,Assemblati,C,2025-09-25,86,15.98,0.155,1161.27,10.16,287.51,21,3.36,105.14,2
Retail,Assemblati,B,2025-02-11,59,22.68,0.158,1126.7,16.64,144.94,22,7.73,46.75,-3
Retail,Lamiere,A,2025-10-02,9,15.32,0.195,110.99,9.98,21.17,15,9.32,4.28,-1
B2B,Torniti,A,2025-04-23,79,8.57,0.26,501.0,5.23,87.83,16,7.83,25.63,-1
B2B,Torniti,C,2025-01-24,21,5.12,0.161,90.21,3.05,26.16,14,2.7,12.48,-2
B2B,Torniti,B,2025-10-24,13,8.7,0.168,94.1,5.41,23.77,15,4.71,7.32,2
Estero,Viteria,A,2025-06-13,18,1.44,0.235,19.83,0.89,3.81,9,6.66,0.85,-2
Estero,Torniti,C,2025-06-21,11,9.57,0.128,91.8,5.66,29.54,16,9.56,3.94,-4
B2B,Assemblati,C,2025-09-06,7,11.72,0.134,71.05,8.98,8.19,18,1.77,14.0,3
B2B,Viteria,C,2025-08-14,53,1.75,0.164,77.54,0.93,28.25,10,2.48,6.18,3
B2B,Assemblati,B,2025-09-05,20,,0.208,428.0,18.02,67.6,21,7.39,19.08,2
B2B,Lamiere,C,2026-01-01,45,14.29,0.14,553.02,9.25,136.77,7,2.76,48.72,-1
Retail,Viteria,A,2025-09-16,33,2.5,0.183,67.4,1.38,21.86,7,8.84,1.61,-3
B2B,Viteria,A,2025-02-07,42,1.38,0.212,45.67,0.83,10.81,11,11.48,1.37,-2
B2B,Torniti,C,2025-04-13,3,5.41,0.114,14.38,3.12,5.02,12,5.02,0.98,2
B2B,Torniti,C,2025-07-05,10,9.1,0.145,77.8,5.81,19.7,15,3.18,10.68,-2
B2B,Viteria,B,2025-07-13,43,2.03,0.206,69.31,1.25,15.56,7,8.29,3.7,4
B2B,Torniti,A,2025-06-02,7,8.12,0.229,43.82,4.8,10.22,8,5.52,2.16,2
Retail,Viteria,B,2025-03-30,36,2.29,0.169,68.51,1.39,18.47,12,4.85,2.88,1
B2B,Lamiere,C,2025-03-01,6,11.18,0.146,57.29,7.13,14.51,17,4.16,2.65,7
Estero,Assemblati,C,2025-03-15,25,23.98,0.126,523.96,18.12,70.96,27,6.98,33.2,5
B2B,Torniti,B,2026-01-04,123,6.94,0.184,696.55,4.5,143.05,12,4.28,43.74,-1
Retail,Torniti,A,2025-06-15,53,7.79,0.21,326.17,4.3,98.27,11,6.71,12.29,-3
Estero,Torniti,C,2026-01-07,4,5.02,0.111,17.85,3.34,4.49,18,3.94,1.52,-1
Estero,Assemblati,C,2025-05-24,57,25.13,0.127,1250.49,17.42,257.55,23,3.57,58.56,1
Retail,Viteria,B,2025-05-15,152,2.51,0.129,332.3,1.48,107.34,11,4.67,24.48,-2
Retail,Viteria,C,2025-07-19,402,1.93,0.089,706.81,1.23,212.35,9,2.29,127.39,-3
Retail,Viteria,C,2026-01-02,39,3.02,0.101,105.88,1.94,30.22,8,2.92,13.32,0
Retail,Torniti,B,2025-08-15,6,8.64,0.138,44.69,5.16,13.73,12,7.2,1.71,2
B2B,Torniti,C,2025-02-03,38,6.94,0.171,218.62,4.07,63.96,12,3.11,12.99,4
B2B,Torniti,C,2025-05-01,121,8.11,0.15,834.11,5.25,198.86,17,5.27,35.2,1
B2B,Viteria,B,2026-01-15,20,2.13,0.201,34.04,1.27,8.64,10,5.72,1.37,1
Estero,Viteria,C,2025-03-19,70,2.13,0.133,129.27,1.31,37.57,11,4.32,7.94,-5
B2B,Torniti,C,2025-11-23,11,6.2,0.178,56.06,4.14,10.52,11,3.86,2.76,2
B2B,Assemblati,B,2025-12-26,36,29.56,0.184,868.35,19.7,159.15,17,5.21,53.78,-2
Retail,Viteria,A,2025-04-10,2,1.87,0.184,3.05,1.13,0.79,6,13.39,0.06,0
B2B,Viteria,C,2025-08-14,9,2.17,0.165,16.31,1.43,3.44,7,2.29,2.13,-1
B2B,Viteria,A,2025-08-28,24,1.76,0.234,32.36,1.13,5.24,12,8.24,0.93,-1
B2B,Lamiere,A,2025-11-07,17,13.44,0.25,171.36,9.62,7.82,21,8.65,5.67,-3
B2B,Viteria,B,2025-11-09,7,2.45,0.237,13.09,1.39,3.36,8,6.86,0.69,-3
B2B,Viteria,C,2025-02-12,15,1.67,0.13,21.79,1.06,5.89,8,4.36,0.88,-3
B2B,Torniti,C,2025-05-18,34,7.56,0.181,210.52,4.45,59.22,11,2.63,24.26,-2
B2B,Viteria,C,2025-12-31,23,1.92,0.14,37.98,1.36,6.7,11,2.5,5.1,3
B2B,Lamiere,C,2025-05-31,26,10.22,0.177,218.69,7.28,29.41,18,3.6,21.28,0
B2B,Viteria,B,2025-04-21,51,2.47,0.204,100.27,1.53,22.24,10,3.5,12.23,-2
Retail,Assemblati,B,2025-09-08,17,26.88,0.152,387.5,19.66,53.28,24,8.54,17.44,3
B2B,Lamiere,C,2025-04-03,96,10.76,0.147,881.11,7.34,176.47,16,3.24,101.08,1
Estero,Viteria,B,2025-03-16,9,2.61,0.165,19.61,1.69,4.4,10,3.98,2.02,5
Estero,Viteria,C,2025-11-09,169,1.61,0.116,240.53,0.94,81.67,19,2.31,44.18,3
B2B,Torniti,B,2025-03-06,75,6.45,0.19,391.84,4.22,75.34,16,6.69,23.53,-5
B2B,Assemblati,B,2025-12-13,17,16.17,0.186,223.76,10.79,40.33,21,6.63,11.28,3
B2B,Viteria,C,2025-04-23,18,2.17,0.154,33.04,1.36,8.56,12,2.67,4.99,1
Retail,Viteria,B,2025-03-01,30,2.0,0.112,53.28,1.17,18.18,5,5.77,2.29,3
Retail,Viteria,A,2025-10-19,45,2.72,0.19,99.14,1.69,23.09,7,6.74,6.41,-1
Retail,Torniti,B,2025-03-27,73,9.43,0.165,574.81,6.03,134.62,10,5.48,21.19,2
B2B,Assemblati,A,2025-06-04,6,16.39,0.259,72.87,10.68,8.79,22,16.76,0.95,0
Retail,Lamiere,B,2025-05-30,38,23.7,0.14,774.52,15.96,168.04,15,12.65,12.1,1
B2B,Viteria,C,2025-07-26,3,1.49,0.201,3.57,0.84,1.05,6,3.25,0.42,-4
Retail,Torniti,B,2025-07-13,21,5.71,0.128,104.56,3.36,34.0,13,6.98,4.2,-4
B2B,Torniti,C,2025-04-03,105,8.05,0.148,720.15,4.37,261.3,12,4.02,66.53,2
Retail,Viteria,C,2025-04-17,6,1.31,0.071,7.3,0.82,2.38,8,1.92,1.15,-1
Estero,Viteria,A,2025-04-02,5,2.87,0.212,11.31,1.73,2.66,11,6.69,0.46,-4
B2B,Lamiere,A,2025-02-11,31,12.31,0.276,276.29,8.74,5.35,13,4.45,26.01,2
Retail,Torniti,C,2025-09-16,98,5.69,0.093,505.76,3.69,144.14,14,4.1,34.5,-7
B2B,Torniti,C,2025-07-12,34,5.13,0.119,153.66,3.08,48.94,16,6.91,7.46,-2
Retail,Torniti,C,2025-03-02,4,5.4,0.117,19.07,3.43,5.35,19,5.08,1.53,-4
B2B,Assemblati,B,2025-05-22,5,19.81,0.198,79.44,15.36,2.64,22,6.09,2.79,4
Estero,Viteria,C,2025-09-22,27,1.42,0.147,32.7,0.83,10.29,13,3.38,2.62,-1
B2B,Viteria,C,2025-05-06,8,2.04,0.144,13.97,1.38,2.93,9,3.09,0.87,0
Estero,Viteria,C,2025-06-17,28,1.83,0.11,45.6,1.13,13.96,15,5.07,2.81,1
Retail,Assemblati,A,2025-10-20,30,19.98,0.186,487.91,13.6,79.91,23,10.78,17.51,3
Retail,Torniti,C,2025-09-24,15,9.23,0.111,123.08,5.65,38.33,13,3.58,5.72,2
Retail,Viteria,B,2025-10-04,151,2.63,0.139,341.93,1.62,97.31,6,4.08,14.09,1
Retail,Viteria,C,2025-06-10,44,3.0,0.108,117.74,1.69,43.38,9,4.32,10.15,-1
Estero,Torniti,B,2025-07-17,82,6.1,0.159,420.67,3.39,142.69,90,5.69,26.83,11
B2B,Torniti,C,2025-11-26,62,6.45,0.159,336.32,4.29,70.34,10,4.02,22.64,-2
Retail,Torniti,B,2025-12-06,21,6.93,0.14,125.16,4.24,36.12,7,8.51,3.8,-2
B2B,Viteria,C,2025-02-11,20,1.87,0.136,32.31,1.27,6.91,7,1.97,3.85,-5
Retail,Assemblati,B,2025-11-23,18,18.52,0.143,285.69,13.03,51.15,20,5.41,8.9,5
B2B,Torniti,B,2025-12-14,48,,0.182,229.69,3.32,70.33,21,5.14,13.59,-2
Retail,Torniti,C,2026-01-01,13,7.32,0.112,84.5,3.9,33.8,12,2.91,9.72,3
Retail,Torniti,C,2025-04-30,138,8.74,0.117,1065.0,5.58,294.96,12,2.37,184.06,1
B2B,Assemblati,B,2025-07-23,12,18.01,0.2,172.9,13.26,13.78,0,4.65,11.62,-1
B2B,Assemblati,C,2025-02-06,30,20.43,0.117,541.19,14.38,109.79,24,2.38,44.47,2
Retail,Torniti,B,2025-03-03,20,7.91,0.121,139.06,4.5,49.06,13,8.01,4.21,-3
Retail,Lamiere,C,2025-08-15,16,12.98,0.087,189.61,9.41,39.05,14,3.99,18.32,4
B2B,Lamiere,C,2025-04-07,215,12.59,0.134,2344.13,8.47,523.08,15,3.9,201.63,-1
Retail,Assemblati,C,2025-04-13,16,17.89,0.089,260.76,12.76,56.6,19,1.78,55.86,3
Estero,Torniti,C,2025-05-10,18,8.24,0.149,126.22,4.75,40.72,15,6.92,5.0,-1
B2B,Viteria,B,2025-07-08,13,1.68,0.204,17.38,1.01,4.25,7,5.2,0.57,-4
B2B,Viteria,A,2025-03-18,26,1.89,0.232,37.74,1.21,6.28,8,18.42,0.86,4
B2B,Assemblati,C,2025-11-10,22,19.02,0.162,350.65,12.62,73.01,20,4.55,19.63,-1
Retail,Assemblati,A,2025-09-22,8,33.58,0.197,215.72,24.29,21.4,24,9.22,4.09,2
B2B,Assemblati,B,2025-11-06,16,19.8,0.189,256.92,15.01,16.76,25,12.27,6.83,-6
Retail,Lamiere,C,2025-12-26,45,15.28,0.123,603.03,10.34,137.73,15,4.27,52.7,0
Retail,Torniti,B,2025-08-29,69,6.83,0.127,411.42,4.39,108.51,9,5.54,21.79,1
B2B,Assemblati,B,2025-06-03,25,22.0,0.191,444.95,17.02,19.45,22,5.23,28.43,1
Estero,Viteria,C,2026-01-13,26,1.85,0.109,42.86,1.21,11.4,12,5.02,2.35,0
Retail,Viteria,B,2025-08-16,17,1.54,0.12,23.04,0.92,7.4,6,4.97,1.83,-1
B2B,Assemblati,A,2025-07-10,15,17.14,0.213,202.34,12.32,17.54,21,8.76,8.9,3
B2B,Viteria,A,2025-06-22,10,1.89,0.22,14.74,1.2,2.74,5,8.11,0.67,-4
B2B,Torniti,B,2025-02-05,5,5.3,0.192,21.41,3.08,6.01,14,4.61,0.72,-1
B2B,Torniti,C,2026-01-05,12,6.31,0.144,64.82,3.66,20.9,13,2.74,7.21,3
B2B,Torniti,C,2025-11-17,61,6.38,0.145,332.75,3.68,108.27,13,6.51,19.71,-4
Estero,Viteria,C,2025-10-04,16,1.95,0.124,27.33,1.41,4.77,12,4.98,1.23,-1
B2B,Torniti,B,2025-04-12,17,8.85,0.225,116.6,5.21,28.03,14,6.52,4.07,-3
B2B,Viteria,B,2025-12-26,17,1.3,0.167,18.41,0.86,3.79,8,4.95,1.57,0
Retail,Assemblati,A,2025-03-27,85,37.41,0.165,2655.17,25.63,476.62,19,8.24,129.7,1
Retail,Viteria,C,2025-04-20,10,2.23,0.083,20.45,1.53,5.15,7,3.08,2.96,-3
Estero,Torniti,C,2025-02-16,32,8.27,0.129,230.5,4.84,75.62,0,6.55,10.53,-2
Retail,Torniti,A,2025-05-07,23,8.39,0.2,154.38,5.05,38.23,9,11.07,2.61,0
B2B,Viteria,C,2025-05-21,26,1.17,0.162,25.49,0.64,8.85,5,4.55,0.85,-3
B2B,Viteria,C,2025-11-08,31,1.38,0.169,35.55,0.92,7.03,6,3.75,3.43,-2
Estero,Torniti,B,2025-05-21,26,6.27,0.168,135.63,4.1,29.03,14,4.4,12.18,-2
Retail,Viteria,C,2026-01-05,54,2.88,0.092,141.21,1.65,52.11,1,3.63,10.83,-7
Estero,Viteria,C,2025-05-12,24,1.4,0.163,28.12,0.93,5.8,14,2.4,3.25,2
B2B,Lamiere,A,2025-08-01,140,9.69,0.184,1106.99,6.07,257.19,22,15.19,29.3,4
Estero,Assemblati,A,2025-08-26,26,20.63,0.221,417.84,15.38,17.96,28,7.69,11.18,-3
Retail,Torniti,C,2025-11-20,4,9.14,0.109,32.57,5.38,11.05,11,2.87,1.92,3
B2B,Lamiere,C,2025-10-23,46,13.4,0.187,501.13,9.83,48.95,13,4.65,47.39,1
Retail,Assemblati,C,2025-12-04,36,17.59,0.067,590.81,12.84,128.57,21,2.74,67.43,-2
Retail,Lamiere,C,2025-12-30,25,10.06,0.092,228.36,7.22,47.86,11,3.24,26.9,-1
B2B,Lamiere,C,2025-03-05,19,13.73,0.123,228.78,10.02,38.4,18,1.39,71.83,-1
B2B,Lamiere,B,2025-02-25,3,17.17,0.154,43.58,11.48,9.14,16,5.36,3.2,3
Retail,Viteria,A,2025-07-04,4,2.06,0.186,6.71,1.27,1.63,1,12.31,0.16,-4
B2B,Viteria,B,2025-03-17,127,1.35,0.207,135.96,0.78,36.9,12,4.82,9.72,5
B2B,Torniti,C,2025-07-21,14,5.84,0.174,67.53,3.43,19.51,10,4.26,5.38,2
B2B,Viteria,C,2025-08-25,64,1.99,0.139,109.66,1.39,20.7,7,3.48,13.48,-4
B2B,Torniti,C,2025-05-02,5,6.13,0.163,25.65,3.86,6.35,14,5.12,0.96,4
Estero,Viteria,A,2025-02-26,9,2.81,0.216,19.83,1.62,5.25,11,7.73,0.92,1
Retail,Lamiere,B,2026-01-09,48,18.9,0.151,770.21,14.09,93.89,17,5.51,57.15,0
B2B,Viteria,C,2025-06-06,22,1.88,0.173,34.2,1.19,8.02,6,2.09,4.22,1
Estero,Torniti,B,2025-11-24,42,4.39,0.166,153.77,2.78,37.01,19,5.81,9.59,3
Estero,Torniti,B,2025-09-06,24,6.01,0.192,116.55,3.72,27.27,19,5.18,5.06,-1
B2B,Lamiere,C,2025-09-20,20,10.46,0.126,182.84,7.29,37.04,14,4.9,6.58,2
Retail,Viteria,C,2025-11-02,12,1.87,0.113,19.9,1.01,7.78,7,2.81,1.12,-2
B2B,Viteria,C,2025-04-28,7,1.89,0.171,10.97,1.26,2.15,5,3.02,1.12,1
Estero,Assemblati,B,2025-04-11,100,20.87,0.189,1692.56,13.14,378.56,23,4.74,59.1,1
Retail,Viteria,B,2026-01-20,118,1.48,0.116,154.38,0.98,38.74,7,6.06,8.35,-3
Retail,Torniti,A,2025-09-22,9,9.94,0.186,72.82,6.0,18.82,11,20.06,0.95,1
B2B,Viteria,A,2025-05-08,8,1.81,0.246,10.92,1.18,1.48,9,2.94,0.56,-2
Estero,Viteria,B,2025-09-14,17,2.17,0.179,30.29,1.36,7.17,13,5.9,1.12,0
B2B,Torniti,B,2025-06-14,34,7.83,0.192,215.11,5.02,44.43,10,9.05,8.83,1
B2B,Lamiere,C,2025-12-01,20,9.91,0.179,162.72,6.75,27.72,20,2.92,14.69,4
B2B,Viteria,B,2025-07-26,40,2.47,0.164,82.6,1.56,20.2,9,7.22,4.21,-2
Retail,Assemblati,A,2025-05-16,23,21.72,0.185,407.14,15.99,39.37,18,15.1,10.64,-2
B2B,Viteria,A,2025-09-30,22,2.63,0.206,45.94,1.83,5.68,8,9.08,1.97,3
Estero,Lamiere,C,2025-10-22,274,10.56,0.142,2482.57,7.43,446.75,24,2.79,312.48,1
Retail,Lamiere,A,2025-06-07,15,21.49,0.201,257.56,13.48,55.36,15,13.87,6.94,-1
B2B,Lamiere,A,2025-10-23,126,9.57,0.307,835.63,6.29,43.09,24,11.89,22.56,2
B2B,Torniti,B,2025-04-17,104,12.29,0.211,1008.47,7.67,210.79,18,5.87,49.72,0
B2B,Viteria,B,2025-04-19,41,1.42,0.197,46.75,0.95,7.8,8,7.43,1.06,-1
Retail,Assemblati,C,2025-11-19,4,29.3,0.105,104.89,20.25,23.89,19,4.9,9.47,7
Retail,Torniti,B,2025-09-05,25,7.42,0.134,160.64,5.12,32.64,11,5.89,10.97,-3
B2B,Assemblati,A,2025-02-03,15,21.52,0.243,244.36,15.65,9.61,20,11.13,7.72,-3
Retail,Assemblati,C,2025-09-25,25,22.27,0.106,497.73,16.41,87.48,20,4.2,40.68,4
B2B,Assemblati,B,2025-05-13,8,13.7,0.151,93.05,9.18,19.61,24,5.1,5.89,0
Retail,Torniti,C,2025-05-02,52,4.04,0.104,188.23,2.6,53.03,8,5.3,6.33,0
Estero,Lamiere,A,2025-06-25,66,24.71,0.222,1268.81,16.36,189.05,24,6.97,44.75,3
Retail,Lamiere,C,2025-07-05,79,15.28,0.135,1044.16,9.93,259.69,19,3.34,78.75,-4
Retail,Torniti,B,2025-12-13,17,3.89,0.137,57.07,2.28,18.31,14,7.85,2.82,3
Retail,Lamiere,B,2025-06-30,9,16.18,0.125,127.42,11.9,20.32,16,4.15,10.18,-1
B2B,Torniti,B,2025-05-10,35,7.72,0.195,217.51,4.78,50.21,16,8.14,7.2,5
B2B,Viteria,C,2025-10-31,142,1.51,0.151,182.04,0.88,57.08,12,3.74,12.09,-2
B2B,Assemblati,B,2025-08-08,26,15.08,0.187,318.76,10.54,44.72,22,9.54,13.57,5
B2B,Viteria,C,2025-01-22,39,1.79,0.124,61.15,1.21,13.96,8,4.34,5.43,4
Retail,Assemblati,C,2025-09-09,19,30.39,0.097,521.4,21.59,111.19,26,3.31,62.05,0
Retail,Viteria,B,2025-07-23,15,2.31,0.128,30.21,1.48,8.01,7,6.51,1.25,-1
Estero,Viteria,B,2025-08-19,47,2.85,0.166,111.71,1.86,24.29,9,6.59,4.98,-1
B2B,Assemblati,B,2025-03-30,22,23.88,0.205,417.66,13.93,111.2,25,12.18,11.04,5
Retail,Assemblati,C,2025-07-15,37,21.25,0.087,717.85,16.37,112.16,21,3.61,41.27,1
B2B,Torniti,C,2025-09-15,41,4.39,0.146,153.71,2.48,52.03,12,3.33,11.94,1
B2B,Assemblati,B,2025-09-26,35,17.01,0.201,475.68,12.0,55.68,19,5.6,25.26,0
Retail,Viteria,A,2025-09-27,43,2.57,0.185,90.07,1.75,14.82,7,10.68,2.96,0
Estero,Assemblati,C,2026-01-21,10,20.1,0.182,164.42,15.64,8.02,26,2.35,19.93,3
Retail,Lamiere,A,2025-07-23,10,17.58,0.195,141.52,12.3,18.52,12,8.75,3.18,-2
B2B,Lamiere,A,2025-06-27,24,14.89,0.215,280.53,10.56,27.09,18,7.02,11.09,5
Retail,Lamiere,B,2025-08-07,24,17.13,0.123,360.55,12.32,64.87,16,4.41,25.3,0
B2B,Viteria,B,2025-05-22,15,1.68,0.171,20.89,1.14,3.79,8,7.95,0.91,2
Estero,Torniti,C,2025-05-16,31,8.14,0.113,223.83,5.39,56.74,19,3.53,25.75,-3
Retail,Torniti,C,2025-09-30,61,14.21,0.111,770.59,8.59,246.6,7,2.7,62.72,1
B2B,Viteria,A,2025-05-16,80,1.24,0.218,77.57,0.73,19.17,5,9.49,2.6,2
B2B,Assemblati,B,2025-10-22,101,20.33,0.183,1677.57,14.43,220.14,21,5.5,83.94,2
B2B,Lamiere,C,2025-10-20,7,18.97,0.173,109.82,13.0,18.82,22,3.57,10.95,4
Estero,Viteria,B,2026-01-04,8,1.48,0.16,9.95,0.91,2.67,19,3.54,1.16,-1
B2B,Torniti,A,2025-03-11,18,8.35,0.253,112.27,4.67,28.21,14,6.83,4.82,1
Retail,Viteria,B,2025-06-03,27,2.99,0.106,72.17,1.91,20.6,6,3.62,8.04,-5
Retail,Viteria,C,2025-10-30,19,1.56,0.093,26.88,0.87,10.35,1,2.55,1.59,-1
Retail,Torniti,C,2025-06-27,14,9.71,0.082,124.79,5.86,42.75,15,2.72,19.44,-2
B2B,Viteria,C,2025-09-18,18,1.68,0.156,25.52,1.05,6.62,9,2.44,4.04,-1
Estero,Viteria,A,2025-10-17,40,1.95,0.199,62.48,1.22,13.68,13,13.07,0.91,3
B2B,Torniti,C,2025-12-10,6,5.99,0.191,29.08,3.8,6.28,10,6.66,1.54,4
Retail,Viteria,B,2025-04-14,256,3.12,0.107,713.26,2.02,196.14,12,8.01,27.09,-3
Retail,Assemblati,C,2025-04-26,25,21.88,0.123,479.72,17.7,37.22,25,2.87,73.75,4
Retail,Torniti,B,2025-07-12,70,7.24,0.158,426.73,4.19,133.43,13,6.46,15.94,3
Estero,Viteria,A,2025-07-25,14,1.77,0.226,19.18,1.12,3.5,15,9.77,0.65,1
B2B,Lamiere,B,2025-12-18,44,11.02,0.191,392.27,7.59,58.31,18,4.85,24.82,4
B2B,Viteria,B,2025-02-05,27,1.37,0.227,28.59,0.86,5.37,10,9.54,0.65,-2
B2B,Torniti,B,2025-04-21,58,5.78,0.239,255.12,3.18,70.68,10,12.11,8.3,-2
B2B,Viteria,C,2025-12-21,20,1.85,0.146,31.6,1.06,10.4,1,2.09,5.64,-3
B2B,Assemblati,C,2025-09-03,116,19.91,0.153,1956.2,14.34,292.76,18,5.79,105.83,2
B2B,Viteria,C,2025-09-25,6,2.43,0.139,12.55,1.35,4.45,6,2.85,1.91,-1
B2B,Torniti,B,2025-04-23,63,6.9,0.167,362.11,4.05,106.96,12,5.47,28.33,-2
B2B,Viteria,A,2025-09-06,28,1.6,0.249,33.64,0.95,7.04,9,11.04,1.2,-2
B2B,Viteria,B,2025-06-05,9,1.4,0.195,10.14,0.85,2.49,7,10.31,0.19,-1
Retail,Lamiere,B,2025-10-16,173,16.15,0.108,2492.2,11.71,466.37,16,6.62,157.46,-2
Retail,Torniti,A,2025-02-24,156,7.89,0.199,985.9,4.39,301.06,8,11.55,20.64,1
B2B,Assemblati,C,2025-05-05,3,17.62,0.156,44.61,13.3,4.71,18,4.72,3.03,3
B2B,Viteria,C,2025-09-14,29,1.92,0.138,48.0,1.15,14.65,8,4.99,4.26,2
B2B,Viteria,A,2025-08-30,50,2.05,0.227,79.23,1.23,17.73,6,11.96,1.45,6
Retail,Lamiere,C,2025-11-24,38,16.05,0.108,544.03,11.21,118.05,16,5.0,22.84,1
B2B,Lamiere,C,2025-11-10,112,11.5,0.182,1053.58,7.69,192.3,20,2.84,150.46,5
B2B,Assemblati,B,2025-01-27,91,14.73,0.198,1075.02,10.08,157.74,27,3.27,50.6,2
B2B,Assemblati,C,2025-02-23,32,15.44,0.166,412.06,10.89,63.58,22,6.63,12.57,0
B2B,Assemblati,A,2025-05-31,239,22.25,0.223,4131.89,14.44,680.73,27,6.95,147.56,2
B2B,Viteria,A,2026-01-06,63,1.62,0.232,78.38,1.03,13.49,9,8.3,3.51,0
Retail,Lamiere,C,2025-07-15,17,10.71,0.112,161.68,5.95,60.53,18,3.12,15.24,0
Retail,Torniti,C,2025-12-13,14,10.86,0.073,140.94,6.9,44.34,15,2.93,12.89,-3
Retail,Viteria,B,2025-02-12,85,1.78,0.144,129.51,1.15,31.76,8,4.65,11.85,-3
Retail,Torniti,B,2026-01-08,11,8.2,0.15,76.67,5.45,16.72,10,7.06,4.09,2
Retail,Viteria,C,2025-02-13,16,2.54,0.099,36.62,1.8,7.82,9,4.13,3.01,1
B2B,Viteria,B,2025-11-13,19,1.8,0.196,27.5,1.18,5.08,7,7.45,0.93,4
Retail,Assemblati,C,2025-12-08,35,12.11,0.101,381.04,8.42,86.34,21,4.25,36.55,0
B2B,Viteria,C,2025-05-09,20,1.98,0.138,34.14,1.4,6.14,8,3.03,2.55,-2
B2B,Assemblati,B,2025-05-11,7,25.08,0.166,146.42,16.86,28.4,25,5.18,12.26,-2
Retail,Viteria,C,2025-08-22,78,2.74,0.098,192.78,1.49,76.56,7,5.18,8.49,2
B2B,Viteria,C,2025-10-12,16,1.06,0.176,13.98,0.74,2.14,4,2.92,1.9,-3
B2B,Viteria,C,2025-03-06,185,3.06,0.17,469.86,1.97,105.41,14,2.9,68.74,0
Retail,Viteria,B,2025-04-18,33,1.62,0.133,46.35,0.88,17.31,9,8.31,1.22,0
Estero,Lamiere,A,2025-10-24,87,10.08,0.213,690.17,6.31,141.2,20,9.94,15.19,-3
Estero,Viteria,A,2025-11-12,46,2.41,0.211,87.47,1.55,16.17,9,8.38,1.81,1
B2B,Torniti,C,2025-03-19,91,7.28,0.141,569.07,4.11,195.06,17,2.94,48.85,3
B2B,Assemblati,C,2025-12-12,43,18.37,0.156,666.68,12.69,121.01,19,5.19,38.55,1
Retail,Lamiere,C,2025-12-04,31,13.01,0.121,354.51,9.87,48.54,18,4.3,14.49,0
B2B,Viteria,C,2025-12-04,73,2.51,0.195,147.5,1.77,18.29,11,3.8,7.53,0
Retail,Lamiere,A,2025-04-19,295,14.85,0.173,3622.88,10.19,616.83,14,6.65,150.72,4
B2B,Torniti,A,2025-09-23,19,4.39,0.253,62.31,2.61,12.72,12,10.88,1.17,0
B2B,Torniti,C,2025-03-21,54,8.85,0.161,400.96,5.63,96.94,13,3.25,47.13,0
B2B,Viteria,B,2025-04-03,24,1.9,0.183,37.26,1.14,9.9,5,4.36,2.11,-3
Retail,Lamiere,C,2025-02-16,41,19.82,0.079,748.42,11.71,268.31,17,2.84,43.19,-7
B2B,Lamiere,A,2025-07-20,26,13.85,0.246,271.52,7.89,66.38,19,12.76,4.18,3
B2B,Viteria,B,2025-10-08,3,3.27,0.232,7.53,2.02,1.47,10,9.27,0.2,0
B2B,Viteria,C,2025-04-04,20,1.67,0.155,28.22,1.09,6.42,6,2.42,2.26,-3
B2B,Assemblati,A,2025-03-30,67,18.07,0.224,939.5,13.02,67.16,25,7.22,27.93,7
B2B,Viteria,A,2025-05-03,11,2.15,0.237,18.04,1.4,2.64,5,12.75,0.3,0
Retail,Viteria,C,2025-04-04,62,2.09,0.077,119.6,1.37,34.66,9,3.03,10.88,-1
B2B,Viteria,C,2025-11-22,29,2.2,0.15,54.23,1.49,11.02,4,4.25,3.92,1
Retail,Torniti,C,2025-03-24,20,3.89,0.114,68.93,2.36,21.73,17,3.02,7.69,1
Estero,Lamiere,C,2025-05-03,61,12.96,0.116,698.86,8.96,152.3,20,4.28,69.04,2
B2B,Viteria,C,2025-05-13,48,1.75,0.085,76.86,1.08,25.02,10,2.16,12.68,-2
B2B,Lamiere,A,2025-04-05,37,11.59,0.246,323.34,7.76,36.22,20,12.12,5.59,2
Retail,Torniti,B,2025-12-31,68,6.53,0.13,386.31,3.51,147.63,8,2.88,38.2,2
